record_id,event_id,revision,received_at,effective_at,cancelled,kind,warehouse,destination,sku,quantity,unit_cost,reference_id
E002-03-r1,E002-03,1,2025-03-05,2025-02-03,0,ISSUE,001,,OLD-00002,777,0,
E014-11-r2,E014-11,2,2025-03-05,2025-02-28,0,RECEIPT,BAD,,MISSING,11,191,
E018-01-r9,E018-01,9,2025-03-06,2025-02-01,1,RECEIPT,001,,OLD-00018,12,219,
E006-03-r2,E006-03,2,2025-03-05,2025-02-03,0,ISSUE,001,,OLD-00006,14,0,
E002-02-r1,E002-02,1,2025-03-05,2025-02-02,0,RECEIPT,001,,00002,777,147,
E024-09-r1,E024-09,1,2025-03-05,2025-02-09,0,RECEIPT,001,,OLD-00024,777,261,
E008-09-r2,E008-09,2,2025-03-05,2025-02-09,1,RECEIPT,001,,OLD-00008,999,149,
E006-09-r9,E006-09,9,2025-03-06,2025-02-09,1,RECEIPT,001,,OLD-00006,999,135,
E024-05-r1,E024-05,1,2025-03-05,2025-02-05,0,TRANSFER,001,002,OLD-00024,777,0,
E021-02-r2,E021-02,2,2025-03-05,2025-02-02,0,RECEIPT,001,,00021,6,280,
E018-07-r2,E018-07,2,2025-03-05,2025-02-07,0,TRANSFER,001,002,OLD-00018,99,0,
E017-04-r1,E017-04,1,2025-03-05,2025-02-04,0,RETURN,001,,00017,777,9999,E017-03
E022-06-r1,E022-06,1,2025-03-05,2025-02-06,0,ISSUE,002,,00022,777,0,
E010-08-r9,E010-08,9,2025-03-06,2025-02-08,1,RETURN,001,,00010,12,0,E010-03
E008-02-r2,E008-02,2,2025-03-05,2025-02-02,0,RECEIPT,001,,00008,6,189,
E019-02-r1,E019-02,1,2025-03-05,2025-02-02,0,RECEIPT,001,,00019,777,266,
E008-06-r9,E008-06,9,2025-03-06,2025-02-06,1,ISSUE,002,,00008,3,0,
E004-09-r1,E004-09,1,2025-03-05,2025-02-09,0,RECEIPT,001,,OLD-00004,777,121,
E003-11-r2,E003-11,2,2025-03-05,2025-02-28,0,RECEIPT,BAD,,MISSING,12,114,
E010-04-r9,E010-04,9,2025-03-06,2025-02-04,1,RETURN,001,,00010,3,9999,E010-03
E009-05-r1,E009-05,1,2025-03-05,2025-02-05,0,TRANSFER,001,002,OLD-00009,777,0,
E003-10-r2,E003-10,2,2025-03-05,2025-03-01,0,RECEIPT,001,,MISSING,12,114,
E005-05-r9,E005-05,9,2025-03-06,2025-02-05,1,TRANSFER,001,002,OLD-00005,5,0,
E001-09-r9,E001-09,9,2025-03-06,2025-02-09,1,RECEIPT,001,,OLD-00001,999,100,
E023-09-r1,E023-09,1,2025-03-05,2025-02-09,0,RECEIPT,001,,OLD-00023,777,254,
E016-01-r2,E016-01,2,2025-03-05,2025-02-01,0,RECEIPT,001,,OLD-00016,10,205,
E005-13-r2,E005-13,2,2025-03-05,2025-02-28,0,RECEIPT,001,,99999,11,128,
E012-02-r2,E012-02,2,2025-03-05,2025-02-02,0,RECEIPT,001,,00012,6,217,
E012-14-r2,E012-14,2,2025-03-05,2025-02-28,0,RETURN,001,,OLD-00012,12,177,NO-SUCH-ISSUE
E024-05-r9,E024-05,9,2025-03-06,2025-02-05,1,TRANSFER,001,002,OLD-00024,5,0,
E019-07-r1,E019-07,1,2025-03-05,2025-02-07,0,TRANSFER,001,002,OLD-00019,777,0,
E013-05-r1,E013-05,1,2025-03-05,2025-02-05,0,TRANSFER,001,002,OLD-00013,777,0,
E013-08-r1,E013-08,1,2025-03-05,2025-02-08,0,RETURN,001,,00013,777,0,E013-03
E006-05-r2,E006-05,2,2025-03-05,2025-02-05,0,TRANSFER,001,002,OLD-00006,5,0,
E006-02-r9,E006-02,9,2025-03-06,2025-02-02,1,RECEIPT,001,,00006,6,175,
E017-06-r9,E017-06,9,2025-03-06,2025-02-06,1,ISSUE,002,,00017,3,0,
E004-07-r9,E004-07,9,2025-03-06,2025-02-07,1,TRANSFER,001,002,OLD-00004,99,0,
E018-01-r1,E018-01,1,2025-03-05,2025-02-01,0,RECEIPT,001,,OLD-00018,777,219,
E012-08-r2,E012-08,2,2025-03-05,2025-02-08,0,RETURN,001,,00012,14,0,E012-03
E022-07-r9,E022-07,9,2025-03-06,2025-02-07,1,TRANSFER,001,002,OLD-00022,99,0,
E023-09-r2,E023-09,2,2025-03-05,2025-02-09,1,RECEIPT,001,,OLD-00023,999,254,
E007-07-r9,E007-07,9,2025-03-06,2025-02-07,1,TRANSFER,001,002,OLD-00007,99,0,
E003-05-r2,E003-05,2,2025-03-05,2025-02-05,0,TRANSFER,001,002,OLD-00003,5,0,
E019-06-r9,E019-06,9,2025-03-06,2025-02-06,1,ISSUE,002,,00019,3,0,
E018-08-r2,E018-08,2,2025-03-05,2025-02-08,0,RETURN,001,,00018,14,0,E018-03
E008-06-r2,E008-06,2,2025-03-05,2025-02-06,0,ISSUE,002,,00008,3,0,
E011-07-r1,E011-07,1,2025-03-05,2025-02-07,0,TRANSFER,001,002,OLD-00011,777,0,
E006-01-r9,E006-01,9,2025-03-06,2025-02-01,1,RECEIPT,001,,OLD-00006,12,135,
E011-08-r9,E011-08,9,2025-03-06,2025-02-08,1,RETURN,001,,00011,13,0,E011-03
E012-09-r9,E012-09,9,2025-03-06,2025-02-09,1,RECEIPT,001,,OLD-00012,999,177,
E005-09-r9,E005-09,9,2025-03-06,2025-02-09,1,RECEIPT,001,,OLD-00005,999,128,
E012-03-r9,E012-03,9,2025-03-06,2025-02-03,1,ISSUE,001,,OLD-00012,14,0,
E013-09-r9,E013-09,9,2025-03-06,2025-02-09,1,RECEIPT,001,,OLD-00013,999,184,
E005-11-r2,E005-11,2,2025-03-05,2025-02-28,0,RECEIPT,BAD,,MISSING,11,128,
E022-03-r1,E022-03,1,2025-03-05,2025-02-03,0,ISSUE,001,,OLD-00022,777,0,
E015-02-r2,E015-02,2,2025-03-05,2025-02-02,0,RECEIPT,001,,00015,6,238,
E006-03-r1,E006-03,1,2025-03-05,2025-02-03,0,ISSUE,001,,OLD-00006,777,0,
E006-06-r2,E006-06,2,2025-03-05,2025-02-06,0,ISSUE,002,,00006,3,0,
E021-02-r1,E021-02,1,2025-03-05,2025-02-02,0,RECEIPT,001,,00021,777,280,
E002-01-r1,E002-01,1,2025-03-05,2025-02-01,0,RECEIPT,001,,OLD-00002,777,107,
E018-02-r2,E018-02,2,2025-03-05,2025-02-02,0,RECEIPT,001,,00018,6,259,
E003-04-r2,E003-04,2,2025-03-05,2025-02-04,0,RETURN,001,,00003,3,9999,E003-03
E002-09-r2,E002-09,2,2025-03-05,2025-02-09,1,RECEIPT,001,,OLD-00002,999,107,
E006-08-r1,E006-08,1,2025-03-05,2025-02-08,0,RETURN,001,,00006,777,0,E006-03
E018-06-r9,E018-06,9,2025-03-06,2025-02-06,1,ISSUE,002,,00018,3,0,
E015-01-r9,E015-01,9,2025-03-06,2025-02-01,1,RECEIPT,001,,OLD-00015,12,198,
E015-14-r2,E015-14,2,2025-03-05,2025-02-28,0,RETURN,001,,OLD-00015,12,198,NO-SUCH-ISSUE
E011-06-r9,E011-06,9,2025-03-06,2025-02-06,1,ISSUE,002,,00011,3,0,
E006-12-r2,E006-12,2,2025-03-05,2025-02-28,0,RECEIPT,001,,MISSING,12,135,
E017-06-r1,E017-06,1,2025-03-05,2025-02-06,0,ISSUE,002,,00017,777,0,
E010-02-r1,E010-02,1,2025-03-05,2025-02-02,0,RECEIPT,001,,00010,777,203,
E008-11-r2,E008-11,2,2025-03-05,2025-02-28,0,RECEIPT,BAD,,MISSING,11,149,
E014-01-r9,E014-01,9,2025-03-06,2025-02-01,1,RECEIPT,001,,OLD-00014,11,191,
E010-07-r9,E010-07,9,2025-03-06,2025-02-07,1,TRANSFER,001,002,OLD-00010,99,0,
E006-10-r2,E006-10,2,2025-03-05,2025-03-01,0,RECEIPT,001,,MISSING,12,135,
E013-14-r2,E013-14,2,2025-03-05,2025-02-28,0,RETURN,001,,OLD-00013,10,184,NO-SUCH-ISSUE
E012-12-r2,E012-12,2,2025-03-05,2025-02-28,0,RECEIPT,001,,MISSING,12,177,
E022-01-r2,E022-01,2,2025-03-05,2025-02-01,0,RECEIPT,001,,OLD-00022,10,247,
E001-03-r9,E001-03,9,2025-03-06,2025-02-03,1,ISSUE,001,,OLD-00001,12,0,
E020-01-r2,E020-01,2,2025-03-05,2025-02-01,0,RECEIPT,001,,OLD-00020,11,233,
E024-02-r9,E024-02,9,2025-03-06,2025-02-02,1,RECEIPT,001,,00024,6,301,
E020-06-r1,E020-06,1,2025-03-05,2025-02-06,0,ISSUE,002,,00020,777,0,
E021-12-r2,E021-12,2,2025-03-05,2025-02-28,0,RECEIPT,001,,MISSING,12,240,
E010-03-r9,E010-03,9,2025-03-06,2025-02-03,1,ISSUE,001,,OLD-00010,12,0,
E004-08-r1,E004-08,1,2025-03-05,2025-02-08,0,RETURN,001,,00004,777,0,E004-03
E002-14-r2,E002-14,2,2025-03-05,2025-02-28,0,RETURN,001,,OLD-00002,11,107,NO-SUCH-ISSUE
E018-05-r1,E018-05,1,2025-03-05,2025-02-05,0,TRANSFER,001,002,OLD-00018,777,0,
E007-08-r9,E007-08,9,2025-03-06,2025-02-08,1,RETURN,001,,00007,12,0,E007-03
E019-09-r2,E019-09,2,2025-03-05,2025-02-09,1,RECEIPT,001,,OLD-00019,999,226,
E017-02-r1,E017-02,1,2025-03-05,2025-02-02,0,RECEIPT,001,,00017,777,252,
E014-09-r9,E014-09,9,2025-03-06,2025-02-09,1,RECEIPT,001,,OLD-00014,999,191,
E011-09-r1,E011-09,1,2025-03-05,2025-02-09,0,RECEIPT,001,,OLD-00011,777,170,
E017-07-r9,E017-07,9,2025-03-06,2025-02-07,1,TRANSFER,001,002,OLD-00017,99,0,
E018-02-r1,E018-02,1,2025-03-05,2025-02-02,0,RECEIPT,001,,00018,777,259,
E017-03-r2,E017-03,2,2025-03-05,2025-02-03,0,ISSUE,001,,OLD-00017,13,0,
E021-07-r9,E021-07,9,2025-03-06,2025-02-07,1,TRANSFER,001,002,OLD-00021,99,0,
E019-13-r2,E019-13,2,2025-03-05,2025-02-28,0,RECEIPT,001,,99999,10,226,
E007-02-r2,E007-02,2,2025-03-05,2025-02-02,0,RECEIPT,001,,00007,6,182,
E016-04-r2,E016-04,2,2025-03-05,2025-02-04,0,RETURN,001,,00016,3,9999,E016-03
E014-08-r2,E014-08,2,2025-03-05,2025-02-08,0,RETURN,001,,00014,13,0,E014-03
E005-07-r1,E005-07,1,2025-03-05,2025-02-07,0,TRANSFER,001,002,OLD-00005,777,0,
E013-09-r1,E013-09,1,2025-03-05,2025-02-09,0,RECEIPT,001,,OLD-00013,777,184,
E022-09-r2,E022-09,2,2025-03-05,2025-02-09,1,RECEIPT,001,,OLD-00022,999,247,
E009-04-r2,E009-04,2,2025-03-05,2025-02-04,0,RETURN,001,,00009,3,9999,E009-03
E001-01-r9,E001-01,9,2025-03-06,2025-02-01,1,RECEIPT,001,,OLD-00001,10,100,
E023-06-r9,E023-06,9,2025-03-06,2025-02-06,1,ISSUE,002,,00023,3,0,
E010-03-r1,E010-03,1,2025-03-05,2025-02-03,0,ISSUE,001,,OLD-00010,777,0,
E017-03-r1,E017-03,1,2025-03-05,2025-02-03,0,ISSUE,001,,OLD-00017,777,0,
E012-08-r1,E012-08,1,2025-03-05,2025-02-08,0,RETURN,001,,00012,777,0,E012-03
E013-05-r2,E013-05,2,2025-03-05,2025-02-05,0,TRANSFER,001,002,OLD-00013,5,0,
E019-08-r9,E019-08,9,2025-03-06,2025-02-08,1,RETURN,001,,00019,12,0,E019-03
E003-12-r2,E003-12,2,2025-03-05,2025-02-28,0,RECEIPT,001,,MISSING,12,114,
E016-05-r1,E016-05,1,2025-03-05,2025-02-05,0,TRANSFER,001,002,OLD-00016,777,0,
E022-01-r1,E022-01,1,2025-03-05,2025-02-01,0,RECEIPT,001,,OLD-00022,777,247,
E017-01-r2,E017-01,2,2025-03-05,2025-02-01,0,RECEIPT,001,,OLD-00017,11,212,
E014-13-r2,E014-13,2,2025-03-05,2025-02-28,0,RECEIPT,001,,99999,11,191,
E020-06-r2,E020-06,2,2025-03-05,2025-02-06,0,ISSUE,002,,00020,3,0,
E020-05-r2,E020-05,2,2025-03-05,2025-02-05,0,TRANSFER,001,002,OLD-00020,5,0,
E024-06-r2,E024-06,2,2025-03-05,2025-02-06,0,ISSUE,002,,00024,3,0,
E012-05-r9,E012-05,9,2025-03-06,2025-02-05,1,TRANSFER,001,002,OLD-00012,5,0,
E009-09-r2,E009-09,2,2025-03-05,2025-02-09,1,RECEIPT,001,,OLD-00009,999,156,
E014-01-r1,E014-01,1,2025-03-05,2025-02-01,0,RECEIPT,001,,OLD-00014,777,191,
E013-04-r9,E013-04,9,2025-03-06,2025-02-04,1,RETURN,001,,00013,3,9999,E013-03
E009-03-r2,E009-03,2,2025-03-05,2025-02-03,0,ISSUE,001,,OLD-00009,14,0,
E009-13-r2,E009-13,2,2025-03-05,2025-02-28,0,RECEIPT,001,,99999,12,156,
E022-10-r2,E022-10,2,2025-03-05,2025-03-01,0,RECEIPT,001,,MISSING,10,247,
E003-09-r2,E003-09,2,2025-03-05,2025-02-09,1,RECEIPT,001,,OLD-00003,999,114,
E003-07-r1,E003-07,1,2025-03-05,2025-02-07,0,TRANSFER,001,002,OLD-00003,777,0,
E022-08-r1,E022-08,1,2025-03-05,2025-02-08,0,RETURN,001,,00022,777,0,E022-03
E011-10-r2,E011-10,2,2025-03-05,2025-03-01,0,RECEIPT,001,,MISSING,11,170,
E003-04-r1,E003-04,1,2025-03-05,2025-02-04,0,RETURN,001,,00003,777,9999,E003-03
E023-04-r2,E023-04,2,2025-03-05,2025-02-04,0,RETURN,001,,00023,3,9999,E023-03
E015-03-r2,E015-03,2,2025-03-05,2025-02-03,0,ISSUE,001,,OLD-00015,14,0,
E009-06-r2,E009-06,2,2025-03-05,2025-02-06,0,ISSUE,002,,00009,3,0,
E020-02-r1,E020-02,1,2025-03-05,2025-02-02,0,RECEIPT,001,,00020,777,273,
E017-10-r2,E017-10,2,2025-03-05,2025-03-01,0,RECEIPT,001,,MISSING,11,212,
E023-13-r2,E023-13,2,2025-03-05,2025-02-28,0,RECEIPT,001,,99999,11,254,
E010-13-r2,E010-13,2,2025-03-05,2025-02-28,0,RECEIPT,001,,99999,10,163,
E011-05-r9,E011-05,9,2025-03-06,2025-02-05,1,TRANSFER,001,002,OLD-00011,5,0,
E014-06-r1,E014-06,1,2025-03-05,2025-02-06,0,ISSUE,002,,00014,777,0,
E014-14-r2,E014-14,2,2025-03-05,2025-02-28,0,RETURN,001,,OLD-00014,11,191,NO-SUCH-ISSUE
E015-04-r1,E015-04,1,2025-03-05,2025-02-04,0,RETURN,001,,00015,777,9999,E015-03
E016-12-r2,E016-12,2,2025-03-05,2025-02-28,0,RECEIPT,001,,MISSING,10,205,
E013-06-r1,E013-06,1,2025-03-05,2025-02-06,0,ISSUE,002,,00013,777,0,
E005-08-r2,E005-08,2,2025-03-05,2025-02-08,0,RETURN,001,,00005,13,0,E005-03
E011-01-r9,E011-01,9,2025-03-06,2025-02-01,1,RECEIPT,001,,OLD-00011,11,170,
E002-01-r9,E002-01,9,2025-03-06,2025-02-01,1,RECEIPT,001,,OLD-00002,11,107,
E011-08-r1,E011-08,1,2025-03-05,2025-02-08,0,RETURN,001,,00011,777,0,E011-03
E006-08-r9,E006-08,9,2025-03-06,2025-02-08,1,RETURN,001,,00006,14,0,E006-03
E014-07-r1,E014-07,1,2025-03-05,2025-02-07,0,TRANSFER,001,002,OLD-00014,777,0,
E016-04-r1,E016-04,1,2025-03-05,2025-02-04,0,RETURN,001,,00016,777,9999,E016-03
E004-12-r2,E004-12,2,2025-03-05,2025-02-28,0,RECEIPT,001,,MISSING,10,121,
E011-01-r1,E011-01,1,2025-03-05,2025-02-01,0,RECEIPT,001,,OLD-00011,777,170,
E007-08-r1,E007-08,1,2025-03-05,2025-02-08,0,RETURN,001,,00007,777,0,E007-03
E002-01-r2,E002-01,2,2025-03-05,2025-02-01,0,RECEIPT,001,,OLD-00002,11,107,
E015-09-r1,E015-09,1,2025-03-05,2025-02-09,0,RECEIPT,001,,OLD-00015,777,198,
E011-02-r9,E011-02,9,2025-03-06,2025-02-02,1,RECEIPT,001,,00011,6,210,
E022-06-r2,E022-06,2,2025-03-05,2025-02-06,0,ISSUE,002,,00022,3,0,
E013-07-r9,E013-07,9,2025-03-06,2025-02-07,1,TRANSFER,001,002,OLD-00013,99,0,
E007-11-r2,E007-11,2,2025-03-05,2025-02-28,0,RECEIPT,BAD,,MISSING,10,142,
E001-05-r2,E001-05,2,2025-03-05,2025-02-05,0,TRANSFER,001,002,OLD-00001,5,0,
E018-05-r9,E018-05,9,2025-03-06,2025-02-05,1,TRANSFER,001,002,OLD-00018,5,0,
E004-01-r1,E004-01,1,2025-03-05,2025-02-01,0,RECEIPT,001,,OLD-00004,777,121,
E011-06-r1,E011-06,1,2025-03-05,2025-02-06,0,ISSUE,002,,00011,777,0,
E001-07-r9,E001-07,9,2025-03-06,2025-02-07,1,TRANSFER,001,002,OLD-00001,99,0,
E009-12-r2,E009-12,2,2025-03-05,2025-02-28,0,RECEIPT,001,,MISSING,12,156,
E023-09-r9,E023-09,9,2025-03-06,2025-02-09,1,RECEIPT,001,,OLD-00023,999,254,
E021-05-r9,E021-05,9,2025-03-06,2025-02-05,1,TRANSFER,001,002,OLD-00021,5,0,
E008-12-r2,E008-12,2,2025-03-05,2025-02-28,0,RECEIPT,001,,MISSING,11,149,
E004-08-r9,E004-08,9,2025-03-06,2025-02-08,1,RETURN,001,,00004,12,0,E004-03
E004-04-r1,E004-04,1,2025-03-05,2025-02-04,0,RETURN,001,,00004,777,9999,E004-03
E002-04-r9,E002-04,9,2025-03-06,2025-02-04,1,RETURN,001,,00002,3,9999,E002-03
E020-03-r9,E020-03,9,2025-03-06,2025-02-03,1,ISSUE,001,,OLD-00020,13,0,
E009-05-r2,E009-05,2,2025-03-05,2025-02-05,0,TRANSFER,001,002,OLD-00009,5,0,
E012-08-r9,E012-08,9,2025-03-06,2025-02-08,1,RETURN,001,,00012,14,0,E012-03
E007-06-r1,E007-06,1,2025-03-05,2025-02-06,0,ISSUE,002,,00007,777,0,
E003-09-r9,E003-09,9,2025-03-06,2025-02-09,1,RECEIPT,001,,OLD-00003,999,114,
E023-06-r2,E023-06,2,2025-03-05,2025-02-06,0,ISSUE,002,,00023,3,0,
E005-10-r2,E005-10,2,2025-03-05,2025-03-01,0,RECEIPT,001,,MISSING,11,128,
E020-11-r2,E020-11,2,2025-03-05,2025-02-28,0,RECEIPT,BAD,,MISSING,11,233,
E017-09-r2,E017-09,2,2025-03-05,2025-02-09,1,RECEIPT,001,,OLD-00017,999,212,
E022-05-r1,E022-05,1,2025-03-05,2025-02-05,0,TRANSFER,001,002,OLD-00022,777,0,
E008-09-r9,E008-09,9,2025-03-06,2025-02-09,1,RECEIPT,001,,OLD-00008,999,149,
E019-07-r9,E019-07,9,2025-03-06,2025-02-07,1,TRANSFER,001,002,OLD-00019,99,0,
E007-05-r9,E007-05,9,2025-03-06,2025-02-05,1,TRANSFER,001,002,OLD-00007,5,0,
E002-07-r9,E002-07,9,2025-03-06,2025-02-07,1,TRANSFER,001,002,OLD-00002,99,0,
E004-02-r9,E004-02,9,2025-03-06,2025-02-02,1,RECEIPT,001,,00004,6,161,
E024-07-r9,E024-07,9,2025-03-06,2025-02-07,1,TRANSFER,001,002,OLD-00024,99,0,
E015-05-r1,E015-05,1,2025-03-05,2025-02-05,0,TRANSFER,001,002,OLD-00015,777,0,
E003-08-r1,E003-08,1,2025-03-05,2025-02-08,0,RETURN,001,,00003,777,0,E003-03
E004-07-r2,E004-07,2,2025-03-05,2025-02-07,0,TRANSFER,001,002,OLD-00004,99,0,
E011-03-r1,E011-03,1,2025-03-05,2025-02-03,0,ISSUE,001,,OLD-00011,777,0,
E020-06-r9,E020-06,9,2025-03-06,2025-02-06,1,ISSUE,002,,00020,3,0,
E018-05-r2,E018-05,2,2025-03-05,2025-02-05,0,TRANSFER,001,002,OLD-00018,5,0,
E015-01-r1,E015-01,1,2025-03-05,2025-02-01,0,RECEIPT,001,,OLD-00015,777,198,
E007-04-r9,E007-04,9,2025-03-06,2025-02-04,1,RETURN,001,,00007,3,9999,E007-03
E018-01-r2,E018-01,2,2025-03-05,2025-02-01,0,RECEIPT,001,,OLD-00018,12,219,
E005-05-r1,E005-05,1,2025-03-05,2025-02-05,0,TRANSFER,001,002,OLD-00005,777,0,
E005-06-r2,E005-06,2,2025-03-05,2025-02-06,0,ISSUE,002,,00005,3,0,
E001-09-r1,E001-09,1,2025-03-05,2025-02-09,0,RECEIPT,001,,OLD-00001,777,100,
E022-03-r9,E022-03,9,2025-03-06,2025-02-03,1,ISSUE,001,,OLD-00022,12,0,
E012-03-r1,E012-03,1,2025-03-05,2025-02-03,0,ISSUE,001,,OLD-00012,777,0,
E015-05-r9,E015-05,9,2025-03-06,2025-02-05,1,TRANSFER,001,002,OLD-00015,5,0,
E016-07-r9,E016-07,9,2025-03-06,2025-02-07,1,TRANSFER,001,002,OLD-00016,99,0,
E002-06-r1,E002-06,1,2025-03-05,2025-02-06,0,ISSUE,002,,00002,777,0,
E011-07-r2,E011-07,2,2025-03-05,2025-02-07,0,TRANSFER,001,002,OLD-00011,99,0,
E022-08-r9,E022-08,9,2025-03-06,2025-02-08,1,RETURN,001,,00022,12,0,E022-03
E004-09-r9,E004-09,9,2025-03-06,2025-02-09,1,RECEIPT,001,,OLD-00004,999,121,
E019-07-r2,E019-07,2,2025-03-05,2025-02-07,0,TRANSFER,001,002,OLD-00019,99,0,
E023-04-r9,E023-04,9,2025-03-06,2025-02-04,1,RETURN,001,,00023,3,9999,E023-03
E020-07-r2,E020-07,2,2025-03-05,2025-02-07,0,TRANSFER,001,002,OLD-00020,99,0,
E023-08-r2,E023-08,2,2025-03-05,2025-02-08,0,RETURN,001,,00023,13,0,E023-03
E005-04-r2,E005-04,2,2025-03-05,2025-02-04,0,RETURN,001,,00005,3,9999,E005-03
E022-02-r2,E022-02,2,2025-03-05,2025-02-02,0,RECEIPT,001,,00022,6,287,
E013-05-r9,E013-05,9,2025-03-06,2025-02-05,1,TRANSFER,001,002,OLD-00013,5,0,
E006-03-r9,E006-03,9,2025-03-06,2025-02-03,1,ISSUE,001,,OLD-00006,14,0,
E012-01-r2,E012-01,2,2025-03-05,2025-02-01,0,RECEIPT,001,,OLD-00012,12,177,
E017-01-r9,E017-01,9,2025-03-06,2025-02-01,1,RECEIPT,001,,OLD-00017,11,212,
E004-11-r2,E004-11,2,2025-03-05,2025-02-28,0,RECEIPT,BAD,,MISSING,10,121,
E004-04-r2,E004-04,2,2025-03-05,2025-02-04,0,RETURN,001,,00004,3,9999,E004-03
E003-05-r9,E003-05,9,2025-03-06,2025-02-05,1,TRANSFER,001,002,OLD-00003,5,0,
E014-09-r1,E014-09,1,2025-03-05,2025-02-09,0,RECEIPT,001,,OLD-00014,777,191,
E016-07-r2,E016-07,2,2025-03-05,2025-02-07,0,TRANSFER,001,002,OLD-00016,99,0,
E010-11-r2,E010-11,2,2025-03-05,2025-02-28,0,RECEIPT,BAD,,MISSING,10,163,
E019-03-r2,E019-03,2,2025-03-05,2025-02-03,0,ISSUE,001,,OLD-00019,12,0,
E004-03-r9,E004-03,9,2025-03-06,2025-02-03,1,ISSUE,001,,OLD-00004,12,0,
E018-10-r2,E018-10,2,2025-03-05,2025-03-01,0,RECEIPT,001,,MISSING,12,219,
E003-13-r2,E003-13,2,2025-03-05,2025-02-28,0,RECEIPT,001,,99999,12,114,
E003-14-r2,E003-14,2,2025-03-05,2025-02-28,0,RETURN,001,,OLD-00003,12,114,NO-SUCH-ISSUE
E021-08-r9,E021-08,9,2025-03-06,2025-02-08,1,RETURN,001,,00021,14,0,E021-03
E018-08-r9,E018-08,9,2025-03-06,2025-02-08,1,RETURN,001,,00018,14,0,E018-03
E006-04-r2,E006-04,2,2025-03-05,2025-02-04,0,RETURN,001,,00006,3,9999,E006-03
E019-08-r1,E019-08,1,2025-03-05,2025-02-08,0,RETURN,001,,00019,777,0,E019-03
E008-01-r1,E008-01,1,2025-03-05,2025-02-01,0,RECEIPT,001,,OLD-00008,777,149,
E023-05-r2,E023-05,2,2025-03-05,2025-02-05,0,TRANSFER,001,002,OLD-00023,5,0,
E002-05-r1,E002-05,1,2025-03-05,2025-02-05,0,TRANSFER,001,002,OLD-00002,777,0,
E023-02-r2,E023-02,2,2025-03-05,2025-02-02,0,RECEIPT,001,,00023,6,294,
E002-05-r2,E002-05,2,2025-03-05,2025-02-05,0,TRANSFER,001,002,OLD-00002,5,0,
E021-05-r2,E021-05,2,2025-03-05,2025-02-05,0,TRANSFER,001,002,OLD-00021,5,0,
E017-06-r2,E017-06,2,2025-03-05,2025-02-06,0,ISSUE,002,,00017,3,0,
E024-03-r9,E024-03,9,2025-03-06,2025-02-03,1,ISSUE,001,,OLD-00024,14,0,
E017-05-r1,E017-05,1,2025-03-05,2025-02-05,0,TRANSFER,001,002,OLD-00017,777,0,
E011-14-r2,E011-14,2,2025-03-05,2025-02-28,0,RETURN,001,,OLD-00011,11,170,NO-SUCH-ISSUE
E022-08-r2,E022-08,2,2025-03-05,2025-02-08,0,RETURN,001,,00022,12,0,E022-03
E024-13-r2,E024-13,2,2025-03-05,2025-02-28,0,RECEIPT,001,,99999,12,261,
E015-12-r2,E015-12,2,2025-03-05,2025-02-28,0,RECEIPT,001,,MISSING,12,198,
E002-10-r2,E002-10,2,2025-03-05,2025-03-01,0,RECEIPT,001,,MISSING,11,107,
E003-02-r2,E003-02,2,2025-03-05,2025-02-02,0,RECEIPT,001,,00003,6,154,
E022-14-r2,E022-14,2,2025-03-05,2025-02-28,0,RETURN,001,,OLD-00022,10,247,NO-SUCH-ISSUE
E006-08-r2,E006-08,2,2025-03-05,2025-02-08,0,RETURN,001,,00006,14,0,E006-03
E005-04-r9,E005-04,9,2025-03-06,2025-02-04,1,RETURN,001,,00005,3,9999,E005-03
E007-08-r2,E007-08,2,2025-03-05,2025-02-08,0,RETURN,001,,00007,12,0,E007-03
E019-12-r2,E019-12,2,2025-03-05,2025-02-28,0,RECEIPT,001,,MISSING,10,226,
E003-03-r2,E003-03,2,2025-03-05,2025-02-03,0,ISSUE,001,,OLD-00003,14,0,
E008-07-r2,E008-07,2,2025-03-05,2025-02-07,0,TRANSFER,001,002,OLD-00008,99,0,
E013-03-r9,E013-03,9,2025-03-06,2025-02-03,1,ISSUE,001,,OLD-00013,12,0,
E003-06-r1,E003-06,1,2025-03-05,2025-02-06,0,ISSUE,002,,00003,777,0,
E008-05-r2,E008-05,2,2025-03-05,2025-02-05,0,TRANSFER,001,002,OLD-00008,5,0,
E022-04-r1,E022-04,1,2025-03-05,2025-02-04,0,RETURN,001,,00022,777,9999,E022-03
E017-14-r2,E017-14,2,2025-03-05,2025-02-28,0,RETURN,001,,OLD-00017,11,212,NO-SUCH-ISSUE
E012-06-r2,E012-06,2,2025-03-05,2025-02-06,0,ISSUE,002,,00012,3,0,
E023-02-r9,E023-02,9,2025-03-06,2025-02-02,1,RECEIPT,001,,00023,6,294,
E023-01-r9,E023-01,9,2025-03-06,2025-02-01,1,RECEIPT,001,,OLD-00023,11,254,
E021-05-r1,E021-05,1,2025-03-05,2025-02-05,0,TRANSFER,001,002,OLD-00021,777,0,
E013-04-r1,E013-04,1,2025-03-05,2025-02-04,0,RETURN,001,,00013,777,9999,E013-03
E018-11-r2,E018-11,2,2025-03-05,2025-02-28,0,RECEIPT,BAD,,MISSING,12,219,
E015-11-r2,E015-11,2,2025-03-05,2025-02-28,0,RECEIPT,BAD,,MISSING,12,198,
